Order Number,Line Item,ProductKey,Quantity
2059010,3,1632,5
2060000,1,1542,2
2060001,1,1403,2
2060002,1,1773,2
2060003,1,1174,1
2060003,2,362,1
2060003,3,1650,1
2060003,4,89,1
2060004,1,424,2
2060005,1,1731,2
2060005,2,1622,1
2060005,3,2493,2
2060005,4,1639,1
2060005,5,450,6
2060006,1,1587,2
2060006,2,1589,2
2061000,1,806,1
2061001,1,401,2
2061001,2,460,1
2061002,1,432,8
2061002,2,1699,2
2061003,1,1731,4
2061004,1,1639,3
2061004,2,457,4
2061004,3,104,3
2061004,5,1591,3
2061004,6,1552,2
2061004,7,957,5
2061005,1,1610,10
2061006,1,53,4
2061006,2,1148,1
2061008,1,1070,10
2061009,1,98,8
2061009,2,1717,1
2061009,3,1383,2
2061009,4,1456,1
2061009,5,1555,4
2061010,1,1133,5
2061010,2,1576,8
2061011,1,425,3
2061012,1,2503,1
2061012,2,624,3
2063000,1,1666,4
2063000,2,509,6
2063000,3,498,1
2063001,1,1667,5
2063001,2,665,2
2063002,1,457,1
2063002,2,1241,5
2063003,1,416,7
2063004,1,50,3
2063004,2,1286,1
2064000,1,374,4
2064000,2,144,2
2064000,3,1677,7
2064001,1,407,1
2064001,2,951,1
2064001,3,2493,4
2064002,1,1697,2
2064003,1,26,3
2064004,1,1515,1
2064004,2,1654,2
2064004,3,418,3
2064005,1,1326,3
2064006,1,1713,2
2065000,1,220,1
2065000,2,26,1
2065000,4,176,3
2065000,5,555,6
2065002,1,449,8
2065003,1,1756,5
2065003,2,593,2
2065003,3,1009,2
2065003,4,1277,7
2065003,5,367,5
2065003,6,540,1
2065004,1,420,1
2065004,2,1312,3
2065004,3,2107,3
2065004,4,2109,3
2065005,1,654,1
2065005,2,1695,2
2065005,3,508,3
2065006,1,1311,8
2065007,1,1690,2
2065007,2,522,10
2065007,3,152,2
2065007,4,2023,3
2065008,1,127,1
2065008,2,1360,4
2066000,1,448,1
2066002,1,118,5
2066002,2,1658,8
2066003,1,2509,6
2066004,1,1445,1
2066004,2,1709,7
2066004,3,1588,2
2066005,1,1591,6
2066005,2,32,1
2066005,4,488,1
2066006,1,1695,6
2066006,2,455,10
2066007,1,402,1
2066007,2,1552,2
2066007,3,1619,3
2066007,4,1502,7
2066007,5,692,3
2066007,6,95,8
2066008,1,1622,2
2066008,2,1675,2
2066008,3,420,7
2066009,1,2269,2
2066009,2,1450,3
2067000,1,59,1
2067001,1,1589,1
2067001,2,418,1
2067001,3,72,3
2067002,1,1656,2
2067003,1,348,1
2067004,1,1422,2
2067004,2,2517,2
2067006,1,86,7
2067006,3,2189,2
2068000,1,1691,3
2068000,2,1680,4
2068001,1,1122,2
2068001,2,1452,2
2068001,3,1325,1
2068001,4,1628,8
2068002,1,1770,2
2068002,2,362,3
2068004,1,1134,6
2068004,2,1583,3
2068005,1,730,1
2068006,1,46,2
2068006,2,656,1
2068006,3,1600,1
2068006,4,1672,3
2068008,1,1151,6
2068009,1,438,4
2068009,2,1576,7
2068009,3,1317,2
2068009,4,720,1
2068009,5,9,6
2068010,1,1665,2
2068010,2,456,3
2068010,3,1661,4
2068011,1,1475,1
2068011,2,5,1
2068012,1,135,1
2068012,2,947,2
2068012,3,1250,1
2068012,4,1676,2
2070000,1,498,3
2070001,1,68,3
2070001,2,1709,10
2070001,3,94,1
2070001,4,1489,7
2070002,1,1319,5
2070002,2,1664,3
2070003,1,1572,3
2070004,1,1692,10
2070004,2,2494,2
2070004,3,347,4
2071000,1,458,10
2071000,2,2497,2
2071000,3,864,1
2071000,4,2090,2
2071001,1,1502,2
2071001,2,93,1
2071001,4,393,1
2071003,1,151,2
2071003,2,8,1
2071004,1,1433,5
2071004,2,731,3
2071004,3,2514,8
2071005,1,161,8
2071005,2,1024,7
2071006,1,1596,1
2071006,2,1632,2
2071006,3,142,1
2071006,4,1274,2
2071006,5,1564,1
2072000,1,104,1
2072000,2,1448,1
2072001,1,68,2
2072001,3,1709,3
2072001,4,1530,2
2072002,1,846,6
2072002,2,831,1
2072002,3,1596,3
2072003,1,1683,1
2072004,1,1494,1
2072005,1,1601,3
2072006,1,1622,6
2072007,1,110,7
2072008,1,1640,1
2073000,1,1581,6
2073001,1,1610,1
2073001,2,2102,2
2073001,3,1427,9
2073002,1,1108,1
2073002,2,665,2
2073003,1,106,5
2073003,2,1002,2
2073004,1,435,3
2073004,2,1419,2
2073004,3,1810,7
2073006,1,434,4
2073006,2,667,2
2073007,1,1332,2
2073008,1,1538,3
2073008,2,2495,2
2073009,1,93,4
2074000,1,540,4
2074000,2,1325,4
2074001,1,4,3
2074002,1,1637,4
2074002,2,446,2
2074003,1,561,2
2074003,2,1531,1
2074004,1,1582,3
2074005,1,1619,2
2074005,2,1569,4
2075000,1,503,1
2075000,2,1791,3
2075001,1,520,2
2075001,2,137,4
2075002,1,2505,8
2075002,2,173,1
2075003,1,1105,3
2075003,2,346,2
2075003,3,1261,3
2075003,4,1441,5
2075004,1,440,3
2075004,2,1635,1
2075005,1,1670,2
2075005,2,2340,3
2075006,1,1682,6
2075006,2,1930,6
2075006,3,1404,2
2075007,1,1502,3
2075008,1,1338,1
2075009,1,1066,1
2075009,2,1374,3
2075009,3,1678,4
2077000,1,1700,3
2077000,2,1409,8
2077000,3,1817,1
2077000,4,535,1
2077001,1,1589,4
2077001,2,432,1
2077002,1,1491,1
2077002,2,459,2
2077003,1,452,1
2077004,1,90,7
2077004,2,434,7
2078000,1,2502,3
2078002,1,1343,4
2078002,2,179,7
2078002,3,2349,2
2078002,4,1593,2
2078003,1,89,2
2078004,1,460,1
2078005,1,1762,3
2078005,2,515,7
2079000,1,1476,1
2079000,2,1420,3
2079001,1,2493,3
2079002,1,537,4
2079002,2,1105,4
2079002,3,518,1
2079002,4,729,2
2079002,5,1426,4
2079004,1,1297,2
2079004,2,1607,1
2079004,3,66,8
2079004,4,1359,1
2079004,5,435,1
2079004,6,1528,1
2079004,7,335,3
2079005,1,1763,1
2079006,1,1026,1
2079006,2,2122,2
2079006,3,438,6
2079007,1,1163,1
2079007,2,1431,1
2079007,3,1032,9
2080000,1,608,8
2080000,2,329,2
2080000,3,1527,2
2080000,4,1456,8
2080001,1,442,1
2080002,1,1582,2
2080003,1,1433,3
2080003,2,1381,1
2080003,3,1617,2
2080004,1,925,1
2080004,2,1619,2
2080004,3,1765,1
2080004,4,114,1
2080005,1,1629,8
2080005,2,980,2
2080006,1,1688,6
2080008,1,416,6
2080008,2,440,3
2080008,3,1593,7
2081000,1,432,4
2081001,1,534,1
2081002,1,81,3
2081002,3,1732,7
2081002,4,85,1
2081002,5,445,3
2081003,1,1884,7
2081003,2,59,2
2081003,3,1011,1
2081003,4,57,10
2081005,1,453,3
2082000,1,1768,1
2082000,2,340,3
2082002,1,850,3
2082002,2,1704,5
2082003,1,2279,1
2082004,1,881,3
2082004,2,199,1
2082004,3,452,4
2082004,4,1524,10
2082005,1,2115,6
2082005,2,493,3
2082006,1,1649,3
2082006,2,1665,1
2082006,3,2093,5
2082006,4,140,6
2082006,5,1929,6
2082006,6,1697,2
2082007,1,1380,3
2082007,2,1566,1
2082007,3,703,3
2082008,1,427,4
2082008,2,443,3
2082008,3,1703,5
2082008,4,1436,2
2082009,1,425,5
2082009,2,661,2
2082009,3,427,3
2082010,1,867,7
2082010,2,1666,1
2082011,1,429,4
2082011,2,1480,1
2082011,3,1454,2
2082011,4,721,6
2084000,1,442,2
2084001,1,1684,4
2084002,1,141,1
2084002,2,1809,4
2084002,3,1655,4
2084003,1,1610,1
2084004,1,2101,2
2084004,2,2498,1
2085000,1,79,1
2085000,2,1715,1
2085000,3,1820,4
2085000,4,85,1
2085000,5,1665,1
2085000,6,96,2
2085001,1,453,5
2085002,1,1333,6
2085002,2,1666,1
2085003,1,1713,1
2085003,2,965,1
2085003,3,1492,1
2085003,4,1607,5
2085003,5,1320,2
2085003,6,1691,4
2085004,1,44,6
2085005,1,57,3
2086000,1,452,1
2086000,2,2510,1
2086001,1,1550,6
2086002,1,2040,2
2086002,2,355,3
2086003,1,1947,3
2086003,2,1447,4
2086003,3,79,2
2086003,5,588,3
2086003,6,1558,1
2086004,1,169,1
2086004,2,1490,1
2086004,3,133,3
2086004,4,1207,1
2086005,1,1797,4
2086005,2,453,3
2086006,1,1655,4
2086006,2,1365,4
2086006,3,1612,2
2086007,1,94,1
2086007,2,2491,1
2087000,1,429,5
2087000,2,1650,2
2087000,3,52,5
2087000,4,2097,2
2087002,1,1630,3
2087002,2,438,1
2087002,3,1636,2
2087003,1,1705,1
2087003,2,355,4
2087004,1,1768,2
2087004,2,1583,1
2087004,3,1369,1
2087004,4,436,2
2087005,1,1660,6
2087006,1,2071,1
2087006,2,578,1
2087006,3,1634,2
2087006,4,626,2
2087006,5,1391,1
2087006,6,1891,2
2087006,7,716,2
2087007,1,2501,8
2087007,2,650,3
2087008,1,1597,1
2088000,1,1509,1
2088000,2,156,3
2088001,1,2055,5
2088001,2,1772,4
2088001,3,427,7
2088002,1,165,4
2088003,1,420,6
2088004,1,2509,1
2088004,2,447,6
2088005,1,2514,1
2088005,2,433,3
2088005,3,1097,1
2089000,1,1679,3
2089000,2,106,2
2089001,1,1601,3
2089002,1,4,3
2089003,1,540,2
2089003,2,309,4
2089004,1,152,2
2089006,1,734,7
2089006,2,390,1
2089006,3,430,6
2089007,1,614,3
2089008,1,1817,2
2089008,2,1630,6
2089009,1,111,4
2089010,1,720,1
2091000,1,1501,1
2091002,1,29,3
2091003,1,436,2
2092000,1,680,4
2092000,2,1812,1
2092001,1,1535,3
2092001,2,1075,2
2092002,1,655,2
2092004,1,104,3
2092004,2,1515,1
2092005,1,1303,2
2093000,1,1364,7
2093001,1,1008,3
2093002,1,1628,3
2093002,2,1702,5
2093002,3,1676,6
2093002,4,530,5
2093002,5,1449,4
2093002,6,1704,6
2093003,1,1267,6
2093003,2,1352,3
2093003,3,746,1
2093003,4,1425,1
2093004,1,419,4
2093004,2,1414,4
2093005,1,528,1
2093005,2,1754,2
2093006,1,59,7
2093006,2,419,1
2093006,3,1623,4
2093006,4,1546,3
2093007,1,368,1
2093007,2,1613,7
2094001,1,1711,5
2094001,2,1646,3
2094001,3,1651,7
2094001,4,1418,2
2094002,1,1880,2
2094003,1,1294,1
2094003,2,1394,1
2094003,3,1579,4
2094003,4,423,1
2094003,5,1183,3
2094004,1,1557,7
2094005,1,1601,1
2094005,2,478,1
2094005,3,71,2
2094006,1,428,3
2094006,2,1605,8
2094006,3,435,5
2094007,1,1517,10
2094007,2,1729,5
2094007,3,589,6
2094007,4,485,10
2094008,1,327,6
2094008,2,1536,2
2094008,3,1669,2
2095000,1,1616,3
2095001,1,1702,4
2095001,2,457,6
2095001,3,1705,1
2095001,4,1446,5
2095002,1,1666,4
2095003,1,1589,3
2095003,2,636,4
2095004,1,1676,1
2095004,2,1745,2
2095004,3,46,1
2095004,4,419,3
2095005,1,892,1
2096000,1,1527,3
2096001,1,1613,5
2096002,1,1349,7
2096002,2,1461,5
2096002,3,164,8
2096003,1,1586,7
2096004,1,1625,2
2096004,2,905,6
2096007,1,1547,3
2096008,1,1370,1
2096008,2,51,2
2096008,3,707,10
2096008,4,1079,8
2096008,5,1360,3
2096009,1,2494,3
2096009,2,391,4
2096009,3,893,3
2096010,1,942,7
2096010,2,170,2
2098000,1,1730,3
2098000,2,2186,8
2098001,1,154,10
2098001,2,1748,3
2098001,3,425,4
2098002,1,1600,3
2098003,1,1462,1
2098003,2,163,3
2099000,1,1574,8
2099000,2,941,1
2099000,3,1251,2
2099001,1,1425,2
2099001,2,1687,4
2099001,3,422,3
2099002,1,2096,3
2099002,2,569,3
2099002,3,1672,1
2099003,1,2089,1
2099004,1,1309,6
2099005,1,836,6
2099005,2,1740,2
2099005,3,77,2
2100000,1,1071,1
2100001,1,1653,4
2100001,2,57,5
2100001,3,1188,5
2100001,4,1301,2
2100001,5,639,5
2100002,1,854,3
2100003,1,1652,2
2100004,1,1639,1
2100005,1,1095,1
2100006,1,1081,6
2100006,2,2514,7
2100006,3,131,4
2100006,4,69,4
2101000,1,1336,2
2101000,2,2452,6
2101000,3,1548,2
2101002,1,747,4
2101002,2,1666,3
2101002,3,1269,1
2101003,1,1033,2
2101003,2,458,1
2101003,3,1580,5
2101004,1,89,2
2101004,2,1680,2
2101004,3,1618,6
2101004,4,1730,5
2101004,5,1579,4
2101004,6,444,2
2101005,1,79,6
2101005,2,1626,1
2101007,1,4,5
2102000,1,1621,2
2102000,2,426,10
2102001,1,1787,2
2102001,2,1633,2
2102002,1,305,2
2102002,2,454,1
2102002,3,641,1
2102003,1,366,3
2102003,2,73,5
2102003,3,1813,1
2102003,4,1680,1
2102003,5,402,1
2102003,6,612,3
2102004,1,64,4
2102004,2,1338,2
2102005,1,742,3
2103000,1,2448,1
2103000,2,456,1
2103001,1,1669,1
2103001,2,1439,4
2103001,3,1596,1
2103001,4,1393,1
2103002,1,1298,6
2103002,2,1621,3
2103003,1,1496,3
2103004,1,1607,2
2103004,2,440,4
2103005,1,1038,6
2103005,2,731,1
2103005,3,1494,4
2103006,1,1144,1
2103006,2,1690,1
2103006,3,1601,2
2103007,1,1674,1
2103007,2,1643,4
2103007,3,373,1
2103008,1,140,2
2103008,2,1653,6
2103009,1,621,1
2103009,2,440,2
2103009,3,1452,1
2103009,4,69,2
2103010,1,1630,2
2103010,2,927,3
2103010,3,451,3
2103010,4,95,8
2105000,1,1475,2
2105000,2,1449,3
2105001,1,1558,6
2105001,2,424,4
2105002,1,1458,8
2105003,1,1273,3
2106000,1,710,1
2106000,2,481,4
2106000,3,270,2
2106001,1,1427,3
2106002,1,1675,6
2106002,2,1563,1
2106002,3,2489,5
2106002,4,336,3
2106003,1,624,2
2106003,2,1649,3
2106004,1,1525,3
2106005,1,1650,3
2106005,2,1450,1
2107000,1,430,3
2107001,1,1517,1
2107001,2,77,4
2107002,1,142,3
2107002,2,436,4
2107002,3,12,3
2107003,1,1616,6
2107003,2,1285,3
2107003,3,920,6
2107004,1,542,1
2107005,1,1769,7
2107005,2,1577,4
2107006,1,1469,1
2107007,1,1436,1
2107007,2,566,3
2107007,3,1586,4
2108000,1,347,1
2108000,2,1651,2
2108000,3,628,1
2108000,4,1636,3
2108000,5,1427,1
2108000,6,1138,7
2108001,1,470,1
2108002,1,571,1
2108002,2,1578,9
2108002,3,139,1
2108002,4,169,2
2108003,1,1610,2
2108003,2,1567,1
2108004,1,1619,3
2108006,1,1412,7
2108007,1,636,3
2109000,1,76,2
2109001,1,1065,1
2109001,2,529,1
2109001,3,1632,7
2109002,1,792,3
2109003,1,1259,4
2109003,2,1240,8
2109004,1,850,2
2109004,2,966,3
2110000,1,368,1
2110000,2,807,3
2110001,1,417,7
2110001,2,2509,8
2110003,1,454,1
2110004,1,1556,7
2110004,2,1676,9
2110005,1,418,2
2110006,1,1707,1
2110007,1,819,1
2110007,2,1558,2
2110008,1,17,3
2110009,1,2402,1
2110009,2,913,7
2112000,1,65,3
2112000,2,2504,1
2112001,1,2409,2
2112001,2,1423,2
2112001,3,1514,2
2112003,1,55,1
2113000,1,421,2
2113000,2,71,7
2113001,1,1657,1
2113002,1,737,1
2113002,2,672,6
2113003,1,1210,1
2113003,2,459,2
2113003,3,92,2
2113004,1,427,1
2113004,2,730,8
2113004,3,232,4
2113004,4,1752,9
2114001,1,1026,8
2114001,2,67,1
2114001,3,1661,2
2114001,4,411,3
2114001,5,1559,2
2114001,6,757,3
2114003,1,1683,4
2114004,1,1786,1
2114004,2,1652,1
2114004,3,654,2
2114004,4,443,10
2114005,1,2075,3
2114006,1,697,3
2114006,2,446,3
2114006,3,1236,2
2114006,4,1624,2
2114006,5,1678,3
2114006,6,506,1
2115000,1,1410,1
2115002,1,368,2
2115002,2,1821,6
2115002,3,1610,2
2115002,4,159,2
2115003,1,458,1
2115003,2,1593,3
2115005,1,1412,1
2115005,2,1629,1
2115005,3,387,1
2115005,4,2494,3
2115006,1,1700,1
2115007,1,1345,2
2115007,2,2505,1
2116000,1,438,5
2116001,1,1047,3
2116001,2,1656,1
2116001,3,940,2
2116001,4,1652,2
2116001,5,417,1
2116001,6,387,3
2116001,7,694,1
2116002,1,1598,1
2116003,1,1691,2
2117000,1,2109,1
2117000,2,1053,5
2117001,1,1438,4
2117002,1,1817,2
2117002,2,1671,1
2117002,3,2505,1
2117003,1,1565,2
2117003,2,2106,6
2117004,1,1694,3
2117004,2,1538,7
2117004,3,1693,7
2117005,1,1454,3
2117006,1,1636,6
2117007,1,933,1
2117007,2,431,7
2117007,3,1679,7
2117009,1,1673,5
2119001,1,440,7
2119002,1,1033,5
2119002,2,1757,1
2119002,3,967,1
2119003,1,1506,2
2120000,1,444,1
2120000,2,1282,8
2120001,1,1484,5
2120001,2,832,3
2120003,1,1489,3
2120003,2,88,1
2120004,1,412,1
2120004,2,1788,7
2121001,1,1793,2
2121001,2,2000,6
2121001,3,664,1
2121001,4,1061,6
2121001,5,1671,10
2121002,1,79,7
2121002,2,425,6
2121004,1,1681,6
2121006,1,683,8
2121006,2,419,2
2122000,1,899,1
2122000,2,1380,2
2122001,1,43,5
2122001,2,2042,1
2122001,3,76,2
2122002,1,1121,4
2122002,2,1663,7
2122003,1,1458,3
2122004,1,1733,2
2122005,1,1708,3
2122006,1,1432,7
2122006,2,440,3
2122006,3,1643,1
2122006,4,1469,1
2122007,1,445,4
2122007,2,1566,4
2123000,1,1651,1
2123002,1,1289,3
2123003,1,206,7
2123004,1,458,4
2124000,1,1283,3
2124004,1,1637,3
2124004,2,946,1
2124004,3,1437,3
2124005,1,448,6
2124005,2,400,1
2124006,1,111,1
2124007,1,436,1
2124007,2,1586,1
2124008,1,433,6
2124008,2,2073,1
2124008,3,1687,1
2124008,4,1824,1
2124008,5,294,2
2124008,6,1458,7
2124009,1,71,1
2126000,1,1701,7
2126000,2,419,1
2126000,3,1657,2
2126000,4,459,3
2126000,5,1195,3
2126000,6,7,9
2126002,1,1670,1
2126002,2,1654,7
2126002,3,15,3
2126003,1,1610,2
2126003,2,1615,1
2127000,1,721,1
2127001,1,442,5
2127002,1,65,1
2127003,1,1463,5
2127003,2,49,5
2127004,1,1482,2
2128000,1,454,1
2128001,1,1729,1
2128001,2,1561,1
2128002,1,1696,1
2128002,2,713,1
2128003,1,2056,2
2128004,1,1626,1
2128004,2,1690,7
2128004,3,1702,2
2128006,1,1680,6
2129000,1,726,1
2129000,2,1620,1
2129000,3,1433,7
2129000,4,1629,1
2129001,1,1197,3
2129001,2,1492,1
2129001,3,1662,1
2129002,1,2115,2
2129002,2,1358,3
2129003,1,1398,1
2129003,2,355,3
2129004,1,473,3
2129005,1,115,2
2129006,1,792,2
2129007,1,1653,10
2130000,1,1992,2
2130000,2,89,7
2130000,3,1581,1
2130001,1,156,1
2130003,1,1743,2
2130003,2,1663,2
2130004,1,2158,3
2130004,2,1305,6
2131000,1,1427,2
2131001,1,1707,4
2131001,2,540,5
2131001,3,1481,2
2131002,1,1418,1
2131002,2,75,4
2131004,1,448,3
2131005,1,1741,8
2131006,1,2100,2
2131006,2,438,1
2131006,3,1591,7
2131007,1,838,1
2131008,1,1816,1
2131009,1,1688,1
2133000,1,854,4
2133000,2,1544,3
2133000,3,1896,1
2133000,4,1433,4
2133000,5,428,1
2133000,6,557,2
2133001,1,1675,7
2133002,1,87,1
2133002,3,760,1
2133003,1,1414,3
2134000,1,450,1
2134000,2,1502,4
2134001,1,455,3
2134001,2,1566,1
2134002,1,1603,2
2134002,2,62,3
2134002,3,468,1
2134002,4,2506,1
2134004,1,1728,6
2135000,1,1625,1
2135000,2,173,3
2135001,1,2508,1
2135002,1,2505,3
2135002,2,81,7
2135002,3,518,3
2135003,1,1613,2
2135004,1,453,6
2135004,2,1687,1
2135005,1,1136,1
2135006,1,1641,6
2136000,1,718,1
2136000,2,1408,5
2136000,3,1688,9
2136001,1,1650,3
2136002,1,100,1
2136003,1,436,1
2136004,1,1701,4
2136004,2,1613,2
2136005,1,390,2
2136005,2,2221,3
2136005,3,2039,3
2136006,1,1285,2
2136006,2,1794,1
2136006,3,1566,1
2136006,4,1505,3
2136006,5,1701,2
2136007,1,451,3
2136007,2,2442,4
2137000,1,1435,2
2137001,1,1535,1
2137001,2,1060,4
2137002,1,447,2
2137003,1,1459,1
2137004,1,1534,2
2137004,2,2492,5
2137004,3,1655,4
2138000,1,2087,3
2138000,2,1289,1
2138000,3,1601,4
2138001,1,1456,2
2138001,2,1628,6
2138001,3,1640,2
2138002,1,1363,1
2138002,2,509,1
2138002,3,633,1
2138002,4,436,1
2138003,1,1682,1
2138004,1,417,4
2138005,1,1684,4
2138005,2,1284,3
2138006,1,748,5
2138006,2,2516,2
2138006,3,1635,7
2138006,4,1480,3
2138006,5,56,4
2138006,6,1631,6
2138006,7,452,6
2138007,1,1439,7
2138007,2,134,2
2138007,3,1591,7
2138007,4,1664,3
2138008,1,105,1
2138009,1,1579,3
2138009,2,1599,3
2140000,1,624,1
2140000,2,1438,3
2140000,3,845,1
2140000,4,1394,5
2140000,5,82,2
2140000,6,1602,8
2140000,7,27,2
2140001,1,426,3
2140001,2,443,8
2140001,3,1694,2
2140003,1,1375,2
2140003,2,85,1
2140003,3,1556,1
2140003,4,2116,1
2141001,1,1569,5
2141003,1,1549,6
2141003,2,1398,1
2141003,3,616,2
2141003,4,616,1
2141003,5,983,2
2141003,6,1600,8
2141004,1,180,2
2141004,2,1610,3
2141004,3,159,1
2142000,1,1641,7
2142000,2,2494,3
2142001,1,99,7
2142001,2,120,2
2142001,3,1311,3
2142002,1,2377,2
2142002,2,88,1
2142002,3,54,3
2142004,1,490,5
2142005,1,1420,3
2143000,1,171,1
2143000,2,1730,6
2143000,3,1585,2
2143000,4,1724,1
2143001,1,1581,1
2143001,2,1639,3
2143001,3,1458,4
2143002,1,1045,3
2143003,1,2490,4
2143003,2,19,4
2143004,1,1533,2
2143005,1,1150,5
2143005,2,1748,5
2143006,1,920,1
2143006,2,459,2
2143006,3,1279,1
2143007,1,1610,6
2144001,1,1603,1
2144002,1,1679,4
2144003,1,458,2
2144004,1,353,4
2144004,2,431,1
2144004,3,1538,3
2145000,1,561,6
2145000,2,1662,7
2145001,1,2139,3
2145002,1,1697,1
2145002,2,1519,2
2145003,1,1610,2
2145003,2,85,2
2145003,3,433,3
2145004,1,452,1
2145004,2,2068,1
2145004,3,2094,1
2145004,4,1432,3
2145004,5,1415,3
2145005,1,1644,1
2145005,2,99,1
2145006,1,425,1
2145006,2,360,1
2145007,1,1014,2
2145008,1,1574,1
2145009,1,1188,1
2145009,2,693,1
2147000,1,173,3
2147001,1,1465,3
2147001,2,1052,1
2147002,1,55,1
2147002,2,2506,7
2147002,3,1469,1
2147003,1,1598,2
2147003,2,433,1
2147003,3,80,2
2148001,1,1591,3
2148002,1,1341,2
2148002,2,1595,1
2148002,3,1781,8
2148002,4,1462,5
2148003,1,1497,2
2148004,1,1622,2
2148004,2,1678,1
2149000,1,99,2
2149000,2,1378,3
2149000,3,1590,1
2149000,4,954,1
2149000,5,1595,4
2149001,1,1541,4
2149001,2,2512,2
2149001,3,1549,1
2149004,1,361,3
2149004,2,1784,6
2149005,1,439,2
2149006,1,1718,3
2149006,2,1585,3
2150000,1,1449,3
2150000,2,1458,3
2150000,3,1089,6
2150001,1,1605,1
2150001,2,1643,1
2150002,1,2506,5
2150002,2,1458,1
2150002,3,1440,3
2150003,1,1631,1
2150003,2,1206,3
2150004,1,1451,7
2150004,2,1410,2
2150005,1,1561,1
2150005,2,502,1
2150006,1,162,3
2150006,2,1621,2
2150006,3,1638,5
2150006,4,45,3
2150007,1,1179,1
2151000,1,1367,3
2151000,2,643,1
2151001,1,392,2
2151001,2,940,3
2151001,3,1535,2
2151002,1,1007,1
2151002,2,164,1
2151002,3,1794,2
2151003,1,20,2
2151004,1,13,1
2152000,1,297,3
2152000,2,1420,2
2152000,3,1627,5
2152001,1,1622,1
2152001,2,1130,1
2152002,1,76,1
2152002,3,2494,1
2152002,4,55,3
2152002,5,1653,1
2152002,6,1424,4
2152003,1,1689,1
2152004,1,770,4
2152004,2,632,5
2152004,3,805,2
2152004,4,1450,2
2152004,5,1434,4
2152005,1,511,2
2152005,2,382,10
2152005,3,1630,7
2152006,1,1695,2
2152006,2,451,2
2152006,3,1813,1
2152006,4,1675,5
2152007,1,1208,8
2152007,2,1534,3
2152007,3,371,2
2152008,1,1207,1
2152008,2,1554,1
2152008,3,1480,1
2152009,1,1387,1
2152009,2,1630,4
2152009,3,220,1
2152009,4,1595,2
2152009,5,60,4
2152009,6,2503,4
2152009,7,1599,3
2154000,1,1136,3
2154001,1,1814,7
2154001,2,842,3
2154001,3,2094,3
2154001,4,81,2
2154002,1,1292,3
2154002,2,170,4
2154002,3,1426,1
2154003,1,360,1
2154003,2,1700,7
2155000,1,1612,1
2155001,1,184,3
2155001,2,1603,7
2155001,3,1972,1
2155002,1,445,5
2155002,2,449,6
2155002,3,456,2
2155003,1,442,2
2155003,2,1317,3
2155003,3,1597,2
2155003,4,1547,1
2155003,5,1653,6
2155003,6,285,5
2155004,1,74,2
2156000,1,1432,6
2156001,1,1916,7
2156002,1,2106,7
2156002,2,1152,3
2156002,3,1241,1
2156002,4,1349,4
2156003,1,1806,2
2156003,2,1249,2
2156004,1,2500,2
2156004,2,1258,4
2156004,3,1615,1
2156005,1,460,5
2156006,1,411,6
2156006,2,1009,3
2156006,3,1943,2
2156007,1,1610,3
2156007,2,144,6
2157000,1,1648,3
2157000,2,1696,2
2157000,3,1919,4
2157001,1,1458,3
2157002,1,1821,7
2157002,2,138,4
2157003,1,97,2
2157004,1,81,3
2157004,2,1639,3
2157004,3,671,1
2157005,1,1718,3
2157005,2,1419,5
2157006,1,1799,1
2157006,2,1753,2
2157006,3,1618,1
2157006,4,1203,3
2157006,5,1699,5
2157006,6,1607,1
2157006,7,1456,1
2157007,1,954,1
2157007,2,1578,1
2157007,3,1456,3
2158001,1,1452,3
2158002,1,396,2
2158002,2,1606,2
2158002,3,1604,1
2158002,4,1686,9
2158002,5,1794,4
2158002,6,2053,5
2158002,7,365,4
2158003,1,64,1
2158004,1,57,2
2158004,2,112,1
2158004,3,2503,4
2158005,1,452,3
2159000,1,56,1
2159001,1,1586,4
2159001,2,419,2
2159003,1,1271,1
2159004,1,633,7
2159004,2,1649,5
2159005,1,1586,8
2159005,2,2511,7
2159005,3,1612,2
2159005,4,1768,1
2159005,5,1703,2
2159005,6,447,6
2159006,1,1590,1
2159006,2,866,1
2159007,1,1548,1
2159007,2,851,4
2159008,1,446,5
2159009,1,953,4
2159009,2,455,5
2159009,3,1621,4
2161000,1,460,4
2161001,1,2091,1
2161002,1,1612,6
2162000,1,1601,1
2162001,1,436,1
2162001,2,1426,1
2162001,3,1700,1
2162001,4,1657,1
2162002,1,60,10
2162003,1,283,3
2162003,2,2132,7
2162003,3,51,6
2162004,1,2109,1
2162005,1,1743,1
2162005,2,1591,1
2162005,3,744,7
2163000,1,1416,2
2163000,2,1384,1
2163001,1,1697,2
2163001,2,1548,2
2163003,1,1734,1
2163003,2,778,1
2163004,1,438,2
2163004,2,175,8
2163004,3,1052,2
2163005,1,1698,4
2163005,2,1684,10
2163006,1,1420,2
2163007,1,1659,1
2163007,2,1032,2
2164000,1,445,3
2164000,2,46,1
2164000,3,1413,5
2164001,1,440,3
2164001,2,60,4
2164001,3,455,5
2164001,4,719,8
2164002,1,459,2
2164002,2,1435,2
2164003,1,452,1
2164005,1,1387,2
2164006,1,1661,7
2164006,2,484,2
2164007,1,85,2
2164007,2,1693,9
2164007,3,1615,3
2165000,1,946,3
2165001,1,166,2
2165001,2,2493,2
2165002,1,1021,3
2165002,2,990,1
2165002,3,432,3
2165003,1,476,1
2165004,1,1501,6
